age,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,shipping_type,previous_purchases,payment_method,frequency_of_purchases,subscription_status_Yes,discount_applied_Yes,Male
63,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,Next Day Air,2,Debit Card,Weekly,0,0,0
64,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,2-Day Shipping,24,Credit Card,Quarterly,0,0,0
66,Dress,Clothing,91,Tennessee,M,Cyan,Winter,2.8,Standard,47,Credit Card,Monthly,0,0,0
31,Dress,Clothing,95,Iowa,M,Green,Spring,4.5,Free Shipping,31,Cash,Monthly,0,0,0
55,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,2-Day Shipping,28,PayPal,Bi-Weekly,0,0,0
32,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3.0,Standard,13,Cash,Weekly,0,0,0
50,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,Express,22,Bank Transfer,Quarterly,0,0,0
58,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,2-Day Shipping,12,Bank Transfer,Fortnightly,0,0,0
18,Backpack,Accessories,94,Pennsylvania,L,Blue,Spring,3.5,Store Pickup,10,Bank Transfer,Every 3 Months,0,0,0
39,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,Express,45,Bank Transfer,Quarterly,0,0,0
56,Boots,Footwear,40,Oklahoma,L,Yellow,Fall,4.1,Standard,42,Credit Card,Quarterly,0,0,0
37,Socks,Clothing,25,Montana,L,Red,Fall,3.6,Free Shipping,16,Debit Card,Weekly,0,0,0
46,Scarf,Accessories,62,Wyoming,L,Green,Fall,2.9,Free Shipping,6,Bank Transfer,Annually,0,0,0
52,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,Standard,28,Credit Card,Every 3 Months,0,0,0
70,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,Standard,24,Credit Card,Bi-Weekly,0,0,0
61,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,Express,14,Credit Card,Fortnightly,0,0,0
33,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,Next Day Air,29,PayPal,Fortnightly,0,0,0
65,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,Standard,33,PayPal,Weekly,0,0,0
41,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,Free Shipping,30,PayPal,Annually,0,0,0
19,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,Next Day Air,26,Credit Card,Quarterly,0,0,0
33,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,Express,12,PayPal,Every 3 Months,0,0,0
53,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,Next Day Air,13,Bank Transfer,Monthly,0,0,0
54,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,Next Day Air,41,Debit Card,Every 3 Months,0,0,0
36,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,Next Day Air,4,Venmo,Fortnightly,0,0,0
56,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,Free Shipping,2,Credit Card,Annually,0,0,0
28,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5.0,Express,28,Credit Card,Bi-Weekly,0,0,0
34,Socks,Clothing,63,Maine,M,Black,Spring,4.5,Free Shipping,24,Debit Card,Annually,0,0,0
43,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,Express,14,Venmo,Fortnightly,0,0,0
54,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,Express,11,Credit Card,Weekly,0,0,0
37,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,Standard,27,Debit Card,Bi-Weekly,0,0,0
33,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,Standard,7,Cash,Fortnightly,0,0,0
33,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,Store Pickup,49,PayPal,Annually,0,0,0
55,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,Store Pickup,21,Cash,Annually,0,0,0
63,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,Express,10,Venmo,Every 3 Months,0,0,0
52,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,Store Pickup,37,PayPal,Weekly,0,0,0
23,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,Free Shipping,9,Bank Transfer,Every 3 Months,0,0,0
70,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,Free Shipping,14,Cash,Bi-Weekly,0,0,0
64,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,Express,30,PayPal,Annually,0,0,0
22,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,Store Pickup,42,Credit Card,Fortnightly,0,0,0
46,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,Free Shipping,31,Bank Transfer,Monthly,0,0,0
65,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,Standard,48,Bank Transfer,Every 3 Months,0,0,0
18,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4.3,Standard,48,Cash,Quarterly,0,0,0
45,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,Standard,50,Credit Card,Annually,0,0,0
56,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,4.4,2-Day Shipping,10,Debit Card,Fortnightly,0,0,0
49,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,Free Shipping,45,PayPal,Every 3 Months,0,0,0
66,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,Standard,27,Debit Card,Quarterly,0,0,0
27,Jeans,Clothing,31,Arizona,M,Purple,Summer,4.0,Standard,10,Debit Card,Fortnightly,0,0,0
69,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,Store Pickup,19,Credit Card,Quarterly,0,0,0
66,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,Store Pickup,1,Credit Card,Every 3 Months,0,0,0
45,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,2-Day Shipping,39,Debit Card,Quarterly,0,0,0
31,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,Standard,14,Bank Transfer,Monthly,0,0,0
33,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,Free Shipping,40,Venmo,Every 3 Months,0,0,0
43,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,Free Shipping,45,Venmo,Weekly,0,0,0
25,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,Standard,6,Venmo,Weekly,0,0,0
46,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,Next Day Air,12,Debit Card,Annually,0,0,0
67,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3.0,Free Shipping,19,Cash,Monthly,0,0,0
26,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3.9,Free Shipping,5,Cash,Bi-Weekly,0,0,0
35,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,Standard,37,Venmo,Monthly,0,0,0
61,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,Standard,33,PayPal,Quarterly,0,0,0
26,Dress,Clothing,63,Utah,M,Olive,Summer,4.5,Standard,47,Debit Card,Bi-Weekly,0,0,0
39,Hat,Accessories,90,Utah,M,Purple,Fall,4.0,Free Shipping,49,Debit Card,Quarterly,0,0,0
69,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,4.3,2-Day Shipping,28,Bank Transfer,Annually,0,0,0
32,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,Express,23,Venmo,Annually,0,0,0
20,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,Next Day Air,11,Bank Transfer,Bi-Weekly,0,0,0
25,Scarf,Accessories,83,Tennessee,L,Lavender,Fall,2.6,Standard,33,PayPal,Quarterly,0,0,0
56,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,Next Day Air,47,Cash,Weekly,0,0,0
63,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,Store Pickup,13,Venmo,Every 3 Months,0,0,0
34,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5.0,Express,4,Credit Card,Weekly,0,0,0
29,Scarf,Accessories,37,Maryland,M,Magenta,Summer,4.6,Standard,40,PayPal,Quarterly,0,0,0
43,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,Free Shipping,19,Cash,Monthly,0,0,0
39,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,2-Day Shipping,17,Credit Card,Weekly,0,0,0
33,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,Free Shipping,7,Venmo,Annually,0,0,0
51,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5.0,2-Day Shipping,21,Cash,Bi-Weekly,0,0,0
65,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,Express,44,PayPal,Weekly,0,0,0
51,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,Free Shipping,2,Bank Transfer,Weekly,0,0,0
70,Scarf,Accessories,80,South Dakota,L,Teal,Summer,2.8,Store Pickup,30,Bank Transfer,Monthly,0,0,0
40,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,Store Pickup,41,Cash,Annually,0,0,0
19,Dress,Clothing,33,Ohio,XL,Magenta,Winter,3.0,2-Day Shipping,31,Cash,Weekly,0,0,0
28,Coat,Outerwear,100,Arizona,L,Green,Fall,4.3,Standard,48,Debit Card,Quarterly,0,0,0
51,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,Store Pickup,41,Venmo,Weekly,0,0,0
32,Hat,Accessories,79,New Mexico,M,Indigo,Summer,4.4,Standard,42,Venmo,Annually,0,0,0
26,Backpack,Accessories,77,South Dakota,L,Lavender,Summer,4.1,Express,39,Debit Card,Every 3 Months,0,0,0
50,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,Next Day Air,15,PayPal,Bi-Weekly,0,0,0
68,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,2.8,Free Shipping,3,PayPal,Every 3 Months,0,0,0
33,Boots,Footwear,72,Wisconsin,L,Gray,Fall,4.9,Store Pickup,28,Bank Transfer,Quarterly,0,0,0
56,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,4.1,Express,27,PayPal,Bi-Weekly,0,0,0
57,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3.0,Store Pickup,36,Debit Card,Annually,0,0,0
58,Blouse,Clothing,73,Nevada,L,Teal,Summer,3.0,Store Pickup,42,Debit Card,Monthly,0,0,0
40,Belt,Accessories,71,New York,M,Magenta,Spring,3.0,Store Pickup,30,Venmo,Weekly,0,0,0
37,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,3.2,Next Day Air,9,PayPal,Weekly,0,0,0
36,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,Store Pickup,25,Venmo,Monthly,0,0,0
29,Boots,Footwear,95,Mississippi,S,Maroon,Winter,3.8,2-Day Shipping,33,PayPal,Quarterly,0,0,0
65,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,2-Day Shipping,31,Credit Card,Monthly,0,0,0
44,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,Next Day Air,35,Debit Card,Monthly,0,0,0
34,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,2-Day Shipping,46,Bank Transfer,Monthly,0,0,0
31,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,Express,29,Bank Transfer,Annually,0,0,0
28,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,Next Day Air,49,Bank Transfer,Weekly,0,0,0
66,Coat,Outerwear,54,Maryland,M,Teal,Fall,3.4,Free Shipping,27,Credit Card,Monthly,0,0,0
68,Coat,Outerwear,75,Hawaii,S,Violet,Summer,4.7,Store Pickup,5,Bank Transfer,Every 3 Months,0,0,0
37,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,2-Day Shipping,18,Venmo,Monthly,0,0,0
58,Sweater,Clothing,43,Illinois,S,Maroon,Fall,3.6,Store Pickup,31,Venmo,Weekly,0,0,0
28,Skirt,Clothing,97,California,M,Silver,Fall,3.7,Free Shipping,27,Cash,Fortnightly,0,0,0
54,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,Free Shipping,19,Cash,Annually,0,0,0
21,Sneakers,Footwear,55,Colorado,L,White,Summer,4.9,Next Day Air,33,Cash,Fortnightly,0,0,0
45,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,Next Day Air,42,PayPal,Every 3 Months,0,0,0
57,Socks,Clothing,58,Georgia,M,White,Summer,4.2,Standard,16,Bank Transfer,Weekly,0,0,0
47,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,4.8,Free Shipping,49,Debit Card,Every 3 Months,0,0,0
46,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,2-Day Shipping,40,Venmo,Bi-Weekly,0,0,0
63,Jewelry,Accessories,48,Connecticut,L,Olive,Fall,2.6,Next Day Air,5,Cash,Annually,0,0,0
44,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,Free Shipping,8,Bank Transfer,Monthly,0,0,0
36,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,Standard,2,Debit Card,Annually,0,0,0
24,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,Free Shipping,14,Debit Card,Weekly,0,0,0
65,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,3.4,2-Day Shipping,5,Bank Transfer,Fortnightly,0,0,0
32,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,Standard,34,Venmo,Monthly,0,0,0
63,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,Next Day Air,13,Bank Transfer,Annually,0,0,0
62,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,4.9,Free Shipping,31,Venmo,Annually,0,0,0
19,Skirt,Clothing,61,Florida,L,Beige,Winter,4.8,Store Pickup,43,PayPal,Quarterly,0,0,0
38,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,Free Shipping,6,Bank Transfer,Annually,0,0,0
59,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,2.6,Store Pickup,23,Credit Card,Bi-Weekly,0,0,0
22,Socks,Clothing,48,Rhode Island,XL,Silver,Spring,3.2,Standard,10,PayPal,Weekly,0,0,0
55,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,2-Day Shipping,47,Credit Card,Every 3 Months,0,0,0
29,Backpack,Accessories,82,Nevada,M,Yellow,Summer,3.5,Next Day Air,14,Credit Card,Bi-Weekly,0,0,0
42,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,Free Shipping,29,PayPal,Weekly,0,0,0
23,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,Express,12,Cash,Bi-Weekly,0,0,0
70,Hoodie,Clothing,42,Wisconsin,L,Green,Spring,5.0,2-Day Shipping,25,Debit Card,Quarterly,0,0,0
64,Sunglasses,Accessories,43,Minnesota,M,Charcoal,Fall,3.3,Store Pickup,21,Venmo,Annually,0,0,0
39,Jeans,Clothing,55,North Dakota,M,Violet,Winter,3.7,Free Shipping,23,Credit Card,Monthly,0,0,0
47,T-shirt,Clothing,73,Ohio,XL,Black,Winter,2.5,Free Shipping,10,PayPal,Monthly,0,0,0
22,Dress,Clothing,39,Nevada,M,Teal,Spring,3.2,Standard,47,Credit Card,Monthly,0,0,0
69,Belt,Accessories,20,Kentucky,S,Orange,Spring,3.1,Free Shipping,44,Debit Card,Every 3 Months,0,0,0
35,Jewelry,Accessories,32,Kentucky,S,Brown,Spring,3.5,Standard,41,Venmo,Annually,0,0,0
56,Hoodie,Clothing,86,Montana,L,Green,Summer,4.6,Standard,29,Bank Transfer,Monthly,0,0,0
30,Blouse,Clothing,91,Delaware,M,Silver,Summer,3.3,Free Shipping,2,Venmo,Every 3 Months,0,0,0
43,Jacket,Outerwear,59,Montana,L,Violet,Fall,2.5,Free Shipping,2,Cash,Fortnightly,0,0,0
23,Sneakers,Footwear,33,New Jersey,XL,Peach,Summer,4.6,Express,29,Credit Card,Annually,0,0,0
50,Boots,Footwear,64,Nebraska,M,Gold,Spring,4.2,2-Day Shipping,22,Bank Transfer,Fortnightly,0,0,0
41,Blouse,Clothing,67,Maryland,XL,Violet,Winter,4.0,Standard,23,Cash,Bi-Weekly,0,0,0
41,Blouse,Clothing,43,Alabama,L,Olive,Winter,2.6,Free Shipping,46,Credit Card,Quarterly,0,0,0
27,Boots,Footwear,32,North Carolina,S,Orange,Spring,4.6,Standard,19,PayPal,Bi-Weekly,0,0,0
38,Scarf,Accessories,39,Delaware,S,Teal,Spring,3.5,2-Day Shipping,24,Credit Card,Every 3 Months,0,0,0
41,Sandals,Footwear,41,Iowa,M,Gray,Spring,4.0,2-Day Shipping,43,Venmo,Monthly,0,0,0
58,Sunglasses,Accessories,53,New York,L,Black,Winter,4.8,Standard,14,Debit Card,Fortnightly,0,0,0
58,Coat,Outerwear,27,Virginia,M,Indigo,Spring,3.9,Standard,7,Venmo,Annually,0,0,0
19,Sunglasses,Accessories,82,Maryland,XL,Lavender,Summer,3.7,Next Day Air,50,PayPal,Bi-Weekly,0,0,0
43,Blouse,Clothing,87,Texas,M,Beige,Winter,3.1,Store Pickup,15,Debit Card,Every 3 Months,0,0,0
27,Backpack,Accessories,78,Louisiana,M,Indigo,Winter,3.0,Next Day Air,40,Credit Card,Every 3 Months,0,0,0
32,Belt,Accessories,32,Mississippi,M,Blue,Summer,2.9,Store Pickup,41,Credit Card,Monthly,0,0,0
28,Socks,Clothing,38,Ohio,XL,Orange,Fall,2.9,Next Day Air,34,Venmo,Quarterly,0,0,0
48,Shoes,Footwear,37,Oregon,M,Yellow,Winter,4.0,Standard,27,Cash,Bi-Weekly,0,0,0
43,Coat,Outerwear,83,Wyoming,L,Cyan,Winter,3.5,Express,12,Cash,Every 3 Months,0,0,0
45,Sweater,Clothing,72,Pennsylvania,M,Yellow,Fall,3.8,Express,1,Debit Card,Bi-Weekly,0,0,0
26,Shirt,Clothing,30,Oregon,M,Cyan,Fall,4.5,Express,39,Debit Card,Bi-Weekly,0,0,0
62,Shorts,Clothing,66,Oklahoma,M,Green,Winter,2.7,Express,13,Credit Card,Bi-Weekly,0,0,0
58,Shirt,Clothing,45,Colorado,XL,White,Winter,2.9,Store Pickup,50,Venmo,Annually,0,0,0
19,Sunglasses,Accessories,73,New York,S,Black,Fall,4.9,Free Shipping,36,Cash,Weekly,0,0,0
64,Shoes,Footwear,67,Minnesota,L,Charcoal,Winter,3.8,Standard,31,Debit Card,Monthly,0,0,0
33,Sunglasses,Accessories,72,Texas,XL,Brown,Spring,4.9,Free Shipping,3,Debit Card,Bi-Weekly,0,0,0
20,Handbag,Accessories,24,Wisconsin,M,Cyan,Fall,4.6,Standard,11,Cash,Fortnightly,0,0,0
45,Sunglasses,Accessories,68,Kentucky,L,Beige,Winter,3.5,Express,16,PayPal,Quarterly,0,0,0
28,Shirt,Clothing,70,Pennsylvania,M,Magenta,Spring,4.2,2-Day Shipping,12,Cash,Quarterly,0,0,0
47,Shirt,Clothing,64,Rhode Island,L,Indigo,Winter,3.7,Free Shipping,37,Debit Card,Every 3 Months,0,0,0
54,Sweater,Clothing,91,Illinois,M,Maroon,Spring,2.8,Store Pickup,43,Credit Card,Every 3 Months,0,0,0
64,Handbag,Accessories,82,Maryland,M,Gray,Winter,4.8,2-Day Shipping,9,Cash,Weekly,0,0,0
45,Shirt,Clothing,24,Missouri,M,Black,Summer,2.7,Express,15,Venmo,Bi-Weekly,0,0,0
40,Jewelry,Accessories,80,Alabama,L,Yellow,Spring,3.6,Store Pickup,17,Credit Card,Weekly,0,0,0
31,Socks,Clothing,53,Maine,XL,White,Winter,4.5,Next Day Air,42,Venmo,Fortnightly,0,0,0
38,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,4.0,Free Shipping,14,Venmo,Monthly,0,0,0
36,Jewelry,Accessories,31,Alabama,M,Magenta,Fall,4.5,2-Day Shipping,49,Credit Card,Bi-Weekly,0,0,0
65,Backpack,Accessories,88,Alaska,L,Black,Spring,3.9,Express,3,PayPal,Quarterly,0,0,0
27,Hat,Accessories,52,Illinois,M,Brown,Summer,3.8,Standard,28,Venmo,Monthly,0,0,0
38,Gloves,Accessories,22,Idaho,M,Orange,Fall,4.7,Next Day Air,41,Bank Transfer,Quarterly,0,0,0
58,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,4.6,Standard,11,Venmo,Weekly,0,0,0
31,Skirt,Clothing,34,Washington,M,White,Spring,3.6,Express,46,PayPal,Weekly,0,0,0
28,Handbag,Accessories,39,West Virginia,M,White,Spring,4.3,2-Day Shipping,15,Credit Card,Weekly,0,0,0
28,Sunglasses,Accessories,53,Maine,M,Violet,Fall,3.0,Standard,15,Cash,Monthly,0,0,0
32,Sweater,Clothing,46,Kentucky,M,Beige,Winter,4.3,Express,34,Venmo,Weekly,0,0,0
61,Handbag,Accessories,85,Massachusetts,L,Beige,Summer,4.8,Next Day Air,13,Cash,Monthly,0,0,0
38,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,3.7,Free Shipping,27,PayPal,Monthly,0,0,0
54,Socks,Clothing,63,Hawaii,M,Brown,Summer,2.6,Free Shipping,37,Bank Transfer,Weekly,0,0,0
29,Shirt,Clothing,44,Virginia,M,Orange,Spring,3.4,Standard,37,Credit Card,Monthly,0,0,0
50,Sneakers,Footwear,95,New York,XL,Cyan,Summer,3.9,Free Shipping,4,Venmo,Every 3 Months,0,0,0
32,Belt,Accessories,49,Delaware,M,Charcoal,Summer,4.8,Free Shipping,1,Credit Card,Every 3 Months,0,0,0
38,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,Free Shipping,29,Bank Transfer,Quarterly,0,0,0
52,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,4.4,Standard,50,Venmo,Annually,0,0,0
61,Pants,Clothing,83,Vermont,M,Violet,Winter,3.1,Standard,38,Debit Card,Bi-Weekly,0,0,0
25,Jewelry,Accessories,93,Iowa,M,Peach,Spring,3.8,Store Pickup,15,PayPal,Annually,0,0,0
22,Jeans,Clothing,91,Iowa,S,Maroon,Winter,4.1,2-Day Shipping,44,Debit Card,Every 3 Months,0,0,0
47,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,4.6,Free Shipping,14,Cash,Weekly,0,0,0
50,Belt,Accessories,24,Alabama,M,Peach,Spring,4.9,Next Day Air,5,Debit Card,Monthly,0,0,0
45,Dress,Clothing,82,Maryland,M,Silver,Summer,4.8,Next Day Air,11,Credit Card,Annually,0,0,0
33,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,3.9,Express,15,Credit Card,Annually,0,0,0
42,Boots,Footwear,67,Vermont,M,Silver,Winter,2.6,Free Shipping,46,Credit Card,Annually,0,0,0
52,Dress,Clothing,88,Montana,M,Olive,Fall,3.7,Standard,30,Venmo,Monthly,0,0,0
69,Jewelry,Accessories,70,South Dakota,S,Gray,Fall,4.7,Standard,2,Cash,Annually,0,0,0
55,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,Standard,28,PayPal,Monthly,0,0,0
38,Handbag,Accessories,28,Texas,L,Maroon,Summer,4.7,Free Shipping,9,PayPal,Quarterly,0,0,0
57,Coat,Outerwear,48,Indiana,S,Olive,Spring,3.6,Standard,47,Credit Card,Weekly,0,0,0
33,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,Free Shipping,21,Debit Card,Bi-Weekly,0,0,0
57,Pants,Clothing,40,California,L,Pink,Fall,4.0,Express,42,Credit Card,Every 3 Months,0,0,0
52,Boots,Footwear,97,Maine,M,Brown,Spring,3.6,Free Shipping,28,Credit Card,Weekly,0,0,0
44,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,2-Day Shipping,13,Venmo,Fortnightly,0,0,0
48,Scarf,Accessories,45,Delaware,M,Blue,Summer,4.4,Standard,25,PayPal,Fortnightly,0,0,0
52,Boots,Footwear,49,Oklahoma,L,Orange,Fall,2.8,Store Pickup,38,Debit Card,Every 3 Months,0,0,0
34,Sneakers,Footwear,36,Indiana,L,Silver,Summer,3.4,Free Shipping,40,Venmo,Annually,0,0,0
26,Sweater,Clothing,48,South Carolina,S,Gray,Fall,4.9,Express,25,Cash,Every 3 Months,0,0,0
36,Belt,Accessories,62,Vermont,S,Blue,Fall,4.3,Next Day Air,20,Cash,Every 3 Months,0,0,0
24,Jewelry,Accessories,74,Kansas,M,White,Winter,3.4,Free Shipping,44,Credit Card,Bi-Weekly,0,0,0
30,Handbag,Accessories,100,Utah,L,Yellow,Fall,3.9,Next Day Air,9,PayPal,Every 3 Months,0,0,0
31,Jacket,Outerwear,39,New York,S,Indigo,Fall,4.2,Free Shipping,11,Venmo,Every 3 Months,0,0,0
25,Boots,Footwear,65,Indiana,M,Blue,Summer,2.7,Store Pickup,3,Bank Transfer,Fortnightly,0,0,0
57,Sneakers,Footwear,99,Tennessee,XL,Peach,Summer,4.1,Store Pickup,34,Credit Card,Weekly,0,0,0
61,Scarf,Accessories,68,Georgia,XL,Lavender,Winter,4.5,2-Day Shipping,48,Cash,Every 3 Months,0,0,0
30,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.8,Express,28,Cash,Fortnightly,0,0,0
38,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4,Standard,20,Venmo,Annually,0,0,0
53,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9,Free Shipping,49,Bank Transfer,Fortnightly,0,0,0
31,Jeans,Clothing,91,Louisiana,L,Olive,Fall,2.6,Next Day Air,14,PayPal,Weekly,0,0,0
70,Gloves,Accessories,93,New Jersey,L,Teal,Fall,4.4,2-Day Shipping,9,Bank Transfer,Monthly,0,0,0
21,Pants,Clothing,36,Delaware,L,Pink,Winter,4.9,Standard,37,Venmo,Annually,0,0,0
33,Dress,Clothing,45,Wisconsin,M,Orange,Summer,3.6,Store Pickup,4,Credit Card,Weekly,0,0,0
60,Pants,Clothing,44,West Virginia,M,Charcoal,Winter,2.8,2-Day Shipping,1,Credit Card,Quarterly,0,0,0
45,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,2-Day Shipping,36,Debit Card,Bi-Weekly,0,0,0
46,Belt,Accessories,36,Hawaii,S,Teal,Summer,3.0,Express,21,Cash,Bi-Weekly,0,0,0
62,Belt,Accessories,85,Arizona,S,Silver,Summer,3.3,2-Day Shipping,16,Credit Card,Monthly,0,0,0
63,Skirt,Clothing,36,Louisiana,L,Black,Winter,2.5,Store Pickup,42,Cash,Monthly,0,0,0
69,Socks,Clothing,55,Nevada,S,Pink,Spring,5.0,2-Day Shipping,31,Debit Card,Monthly,0,0,0
46,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.3,2-Day Shipping,6,Credit Card,Weekly,0,0,0
69,Shirt,Clothing,91,Illinois,M,Teal,Fall,4.2,Free Shipping,24,Venmo,Monthly,0,0,0
66,Dress,Clothing,71,Utah,L,Green,Summer,3.9,Standard,7,PayPal,Bi-Weekly,0,0,0
41,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,Store Pickup,25,Venmo,Weekly,0,0,0
32,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,Free Shipping,18,Cash,Bi-Weekly,0,0,0
69,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,Store Pickup,14,Bank Transfer,Quarterly,0,0,0
29,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,Standard,42,Debit Card,Bi-Weekly,0,0,0
70,Jewelry,Accessories,91,Utah,M,White,Spring,2.9,Express,6,Venmo,Every 3 Months,0,0,0
